EEG,IMU x-axis,IMU y-axis,IMU z-axis
13.790465412377596,0.22968750000000046,9.5703125,1.2250000000000014
37.01633934810117,0.2758623076490002,9.585941839673856,1.2906661808681301
24.686933207554553,0.2759179202587022,9.607016965421732,1.229193528088001
33.21540945204878,0.261060923136169,9.602828207108978,1.1593919074512624
33.940072780179534,0.2576438000933376,9.579601998530396,1.1640466147977637
32.33489751669495,0.26756811962141186,9.570066338632913,1.2229616467237423
25.944588725771343,0.27589293338856014,9.593341248796177,1.2620949837909976
28.613308084969,0.27281668917309804,9.632018319504736,1.2464284087723143
31.106826463356214,0.2642876468898153,9.651567829610823,1.2094030639187192
29.605587212876618,0.2618727487642307,9.637957092630714,1.1999161995041256
35.015663675475565,0.2674928090143497,9.61020908863359,1.2230672812126464
26.91193617602695,0.27255083175132255,9.596101534601713,1.2438358026740028
38.91180063761468,0.270778993810821,9.602052614485284,1.2372704061424995
28.220599732680697,0.2663874486414594,9.611882531317473,1.2168001252807725
38.44970013627179,0.2663740183359311,9.611883388433913,1.2104470974632853
27.256264324547928,0.26812044373754934,9.6084697348245,1.2233300653259203
34.162262227844536,0.2608960150562495,9.61678335225116,1.2355040966838546
25.64799614536903,0.24170400369779144,9.636810426017098,1.2320013466131459
31.7535240362173,0.22507632505169606,9.649351173368645,1.2212219468750012
25.620568203371224,0.23111768918510914,9.638373221889921,1.2190755090417096
31.943118304989824,0.26271174255025664,9.611985766287221,1.2245530514737715
24.736109475696594,0.29859155832693185,9.594832627085644,1.2214079801468913
29.614551308127623,0.3126406710068494,9.599677947399018,1.2021365995449946
21.706208878670495,0.2993572994840435,9.612040897632463,1.1800443301624
27.317307888959466,0.27740469212383956,9.60665196949656,1.1733312217061838
21.246439766129548,0.2678830462375851,9.576652703744879,1.1840329284311424
26.929157305693163,0.2723846781826093,9.541740606914752,1.199963425490909
25.43088974794433,0.2747871916283548,9.526898445530337,1.2140063779571224
30.076174889652155,0.2625152075680401,9.537293152561222,1.231072982101675
24.542041616518468,0.24166609756744578,9.556995251632454,1.2526890381267592
27.707630629302002,0.22980495886023275,9.569207485638463,1.2640729704539704
24.88673655672617,0.2367795884863098,9.571737393964398,1.2477709485944461
29.28947915135662,0.25562243705475346,9.57137530106229,1.209865644515006
26.23616774585231,0.2713367871962488,9.569150797179352,1.1818314429305055
28.88215649987946,0.27521097983080084,9.558311849313972,1.188588230307456
26.27222731422576,0.26974640620680707,9.537344570287816,1.2185921601104979
25.998898049401458,0.26311632647335653,9.518631689311752,1.234449425993923
22.720480867093464,0.26239789131572694,9.518326364185464,1.214748157946668
23.71447751811194,0.27096231608286214,9.538061089762168,1.1782880536396856
20.499818955488564,0.28733090851487747,9.561363524096606,1.1618486104122323
17.561700020421238,0.3035207240168511,9.570704709226737,1.1787341768462392
15.397962770181348,0.3072252186856909,9.56592342887492,1.207734420963184
14.039230306793996,0.29099733232143626,9.562781791494896,1.2230919949845969
11.491728549425433,0.26136551669283786,9.573915652525763,1.225359746778692
13.866640094580669,0.23605903725849073,9.594491297202323,1.2344713849650248
14.125984522976232,0.22855109866228496,9.60795494744147,1.2566995490089636
15.344192771042184,0.23493654140143844,9.603527031921145,1.2711266526639493
15.160950847613957,0.23821827972585827,9.585637242724266,1.255382225498243
17.18538194208741,0.22651246044443626,9.567660910929101,1.2182982482696023
17.815635870025943,0.20555061421645313,9.560164458718102,1.1959587415573698
19.331673168611225,0.1920355699700489,9.565860893340483,1.212442763094832
18.770922730193686,0.19619116059311387,9.581453766541582,1.251432299327049
16.556530646112698,0.2133372845204535,9.599454749577449,1.2734602925720688
14.911984154099867,0.232233709672929,9.60904446875137,1.2594503937613788
15.006489128875835,0.24782221400409024,9.601442032754596,1.2302161874310753
13.783117656379895,0.26248353763742294,9.579249809045814,1.220536801405168
